population,gdp_per_capita,recycling_rate,household_size,industrial_waste,plastic_waste,total_waste
910778,46402.79363291323,61.357720035461284,4.413972384173515,2248221.089963056,249.20576355869082,676723.522159651
596723,25113.69836089737,58.56752288710246,3.4312563364541955,3360638.8025969462,977.732972156759,1010471.8348595059
324030,13653.97502664896,53.7357930171256,4.5912697839621135,2262229.6020220425,663.322448205491,679829.4701716802
333947,23497.652055674804,28.555767689278035,2.4916827138615503,2220827.607213278,937.8166866797397,667944.1953513467
560839,49021.59618898838,41.27247967244117,5.5546363210615946,3786596.1569707403,338.2162664476765,1137947.7889616154
907648,25138.28660565061,57.55810681489385,4.0123358031193455,1683790.6656862919,792.7963673470452,507685.96076750825
278538,17108.828904087903,49.741348708733554,3.7973989681585683,3881694.515919357,777.5657116905049,1165684.0364953098
336236,32036.64186151956,89.02284161719098,4.343459153814077,1884009.172197101,707.0728692732145,566742.8442615634
533178,12767.13532013146,20.91518020453865,4.49913545115761,1537507.9960414767,967.3570265034604,463060.59359872405
570894,4717.303077324532,65.6115643238075,2.287103224906052,2092095.5083906725,423.87756930099977,629132.7312486098
494492,7315.106373621812,42.34550144834337,4.730468884893609,3452391.08775617,174.18145741026945,1036874.6407210457
261840,7274.24610893085,44.25596919404918,2.9677267212621183,645668.9428802148,688.1234162818578,194613.30171025108
478254,8443.231982102423,67.4078212526541,4.855810530026359,956208.7419955967,742.8443104533459,288221.4157954924
354457,7802.531459821097,65.39489210594957,5.290139177536787,4285871.681174235,596.3075447858739,1287011.7083243506
670987,32402.862495357516,89.30047949617506,5.215834030210081,863918.076751786,246.47699847672646,260979.41792096625
275936,9912.124135558097,20.27154315633002,4.2100038696315565,2593677.472075951,529.2331445858877,779089.4255258499
244931,17937.6968828693,18.328771950733305,4.080679569243005,2644776.797979146,346.5802497406729,794433.9578805489
244629,44942.63208539458,67.94710537029928,2.571503845357647,2249243.8776415796,456.0932017583546,676157.9172461801
210041,24224.120372880745,56.27095336051273,5.101384601612542,2933326.54622377,662.9576470524307,881119.7963270004
703361,33710.32918753033,31.932853324784467,3.0856375217868575,1103535.8607674972,757.9540055562928,333314.92300026555
736912,9443.673688879862,16.35354951911893,3.986781691271786,2527240.6008954598,270.61345635627595,759999.000959268
422113,10422.161921624867,16.852659967714445,3.137096371710067,1731284.0556388164,435.0590926146057,520517.3549675816
73148,3002.5621970574643,81.53526997312946,2.5353134519987726,3007952.6149647236,305.7034924420477,902807.0136653333
782089,9277.818090536062,25.34938597749943,4.518230787566946,712795.8262755892,238.70003316877566,215739.30636862142
653531,14650.926612565972,35.86972496924166,2.2173281392916153,2607569.4082620903,794.2178589960465,784357.6624213398
256995,9673.513729560595,28.13251217815904,4.9945809365048,907042.2672404576,913.7900597151428,273192.94936005684
911606,5346.424154095725,38.39970446655499,3.2703471810444666,1318815.9083373104,401.7205764003479,397740.94936991524
683843,6911.157683929439,15.55390741968747,2.0005387720179413,1054510.2194270021,763.7149781550785,318245.86256285524
915790,23578.15963360356,51.52478327266163,4.044516556948919,896314.6092214835,902.1455248961905,271620.88126927044
577843,11110.352201883832,15.409005087377192,2.1874076341104125,3731385.2963825413,853.81800000372,1121338.2920826764
261508,18849.223191355697,74.02852062578893,3.104678231283598,1349970.3733845265,223.67271911226462,406020.6841565198
808591,25667.446271887988,28.696966552834642,4.827905949822865,4178615.8780222214,958.4772874376932,1256102.7621039764
901942,34829.3466028389,53.20095316836085,2.2507584864874635,4367375.976772292,407.84261840798933,1312609.2968255444
111530,2926.2948522138477,80.40632700491666,5.357353969424009,2609258.672422599,372.2786281151445,783428.2533703672
609365,40171.10954654309,62.07018952377553,2.0152796906343324,720634.9509558534,109.30976091389132,217924.0737976912
827352,31767.11908505448,52.636622924106824,2.987295476807609,1741757.7533039534,511.8649713996389,524997.0764593729
465337,5006.192565494724,35.94670024923005,4.963616224608286,3607999.2813656237,153.56293485888227,1083539.907936155
729839,43805.35258123208,36.64015304465583,3.265080598917227,1710193.1135540807,286.1128298810547,515054.72630642424
810889,46122.747626058845,63.55895641585521,2.407569552264054,473745.9327152984,351.0954906789173,144328.09919878808
464773,3992.8200328883236,89.5311488976934,3.4409356752017115,2545421.457193309,818.3850073170998,765026.3577594687
213261,14567.004759212983,62.94713518795029,3.081573145538102,3816982.9550975133,881.7142178761017,1146362.7442218035
769469,40503.862709860005,54.62267338960199,5.37084760864222,3600035.3673028457,337.3430015883962,1082333.7097057467
346097,37664.72482879926,68.45204081913968,3.2533916703405725,862293.0479748577,865.7632151823452,260560.57046182235
320139,10041.529948462488,47.21644898269745,5.1557298871040285,3056891.949558978,864.3693905013015,918521.0651007475
176829,11258.116843498805,14.811387408062817,5.567488579242939,1062423.8017512038,776.4184028656298,319880.25330708135
276836,19153.13303677772,54.98374527023279,3.735269678306118,1052295.2273750794,189.36035831442246,316524.24932157435
443974,24741.626274360045,86.61002276043041,5.6397725754175685,3944656.5202758666,705.8067045556925,1184934.6118187571
994913,31294.483804984502,24.024235388612773,3.5092722158527714,1191040.081584415,947.7728613515403,360379.589398872
207283,19076.76833891885,65.20039126565325,5.856313665960433,1250920.7981444292,698.4134548287992,376438.2521690886
201769,23664.201090524246,26.074695092724518,2.3571580981022917,92881.45325733104,365.03600665244227,28781.36768593123
566353,37626.07596855407,52.8662147578465,4.748077066012971,3929650.440493533,525.5503515592898,1180831.8183764922
228165,2797.4769416392974,17.73411597173757,3.9752561618277147,3585343.1262522843,663.4387911835009,1076602.9579221865
628587,13369.410272857016,46.02967490065481,3.5505952218225882,2856520.60374989,535.0418882920784,858865.4117278494
955110,35954.12970834307,70.49306631161969,4.530847514994404,3398672.0189702944,163.95529464442131,1022134.7638371638
540822,44865.13504667277,37.80572193911857,4.815428366537325,760534.1823420088,346.46084241941963,230009.68153373274
492879,26072.19466366764,63.19293795897744,2.0174530786012363,2111207.0521312077,812.2762290259509,635268.6968520685
569685,27073.56077800047,73.63599686317833,2.667812354988795,1638877.4982081237,868.3471437907416,493742.2615880449
787038,6251.428555649027,84.17422555835621,4.852184202537275,503554.4807934427,180.4350310797917,152803.17428187645
358531,22923.20597434928,28.771366548436283,4.665541654312825,2233835.4397978154,954.7674147787884,671862.8087968687
268160,27098.246056296135,41.94527326474465,5.864190020514709,4150461.858011022,362.3814869561789,1246087.3010842926
584879,12881.054678101753,22.193281066433393,5.044151161003132,266660.7150135627,679.1980517941839,81901.72193408704
225884,14192.918316519666,89.39868017267001,5.803090830925353,1375342.6285076311,764.2338886588471,413636.5426836851
28247,19486.92399212651,84.16007743394363,4.810162006139228,1005255.5286671523,821.3489229059892,302451.3892209396
29300,1983.488691108592,53.196570422444765,3.1922088345577726,1140226.7426657209,948.4622171146336,342739.16705841664
472281,16781.879113575735,77.3626635501137,2.421459689003426,4096196.373788045,347.27357062738145,1230277.9624905633
612086,11360.952342830687,51.67663818176337,5.127295453379743,2154184.5291732196,865.5811318239768,648218.7071904358
538556,17047.37025671782,59.88685504022078,4.576596885903664,2146380.4110646006,175.1025582643967,645144.6938585935
353951,6868.34445914331,17.12995456928133,2.192744049573185,3444138.583227795,719.7888610359131,1034574.1898012763
279329,44635.83675625485,70.42163363974464,3.4402018636039133,771310.6196617228,754.8788430382866,232882.50530615894
724064,30086.030224148384,20.217078690818788,5.827199261937144,2238840.211581224,693.8370791412544,674002.9775464641
747139,34276.01363807999,76.08541042020227,4.001604582840805,1986234.7942738733,289.6989993283953,597926.6020393393
437315,39669.390691759574,72.56224701363087,3.7309165440788186,2722376.1453107535,879.3909896644432,818654.3097618172
931075,25423.667747523807,66.69957581943811,3.830798420637176,4498049.471334434,210.41554020187525,1351598.5810737573
521588,5259.094116283761,12.89283044198097,2.835530896020655,3483269.6229018276,100.9530519447893,1046101.9207378877
241584,27318.220549108843,34.250268475626285,3.474828683459181,1844587.7503068538,731.5917410813165,554614.5872826875
567332,29755.21478302308,31.04900559286743,3.4792530239487065,3739508.960528547,501.701929471097,1123737.6097198883
842646,37526.534235032166,38.810912597721526,2.2094200807498896,842823.8822080377,856.6431189607423,255684.21645158852
983732,22151.31776525429,17.011419741107083,5.070270514071673,224344.85662251414,414.227284005346,69726.37686961953
381896,7251.434836982624,84.95662584248502,3.666017727615516,991617.3225674442,209.8646590823272,298590.17545177235
53984,14905.019384137498,54.3041792569901,5.288719547265693,1591214.962463885,844.6200828463762,478019.5016380002
307918,18791.03252353312,34.44194485264188,5.401392004479582,2341661.1403966593,571.4641500580681,703607.9792719443
269712,32649.944825248458,41.75852136594267,2.8479762187946323,2802719.509786691,229.73600277083713,841758.8656956063
125151,28968.136928776683,45.77620324038685,4.629413928680514,4105771.2129156,734.3647986571235,1232671.009993565
460808,18448.739568994464,58.047546668849385,3.889127216651927,2338456.1821175185,535.5579565650255,702876.033020312
990067,49339.247190856004,51.25435421571982,5.520626951685941,2300625.5927994666,624.0973331283038,693164.4127531998
138767,30682.96614848747,83.55135785715339,2.8629627167058165,311571.67331935116,487.8534212962528,94386.09352811548
653663,12624.11279506373,49.75707863246642,4.711252801240176,243959.947213947,837.2735346271061,75266.6517162088
708550,5987.341158399783,89.372641185865,4.431008489010891,2520615.432051201,838.0845798988973,758334.9959118715
141330,8490.09782003227,78.11399661960766,3.181205910287331,2022367.6844251992,723.9193807331669,607623.1719013109
485754,13051.9286908409,26.680841148586865,2.5464036146046904,3790785.541863117,150.13130852663915,1138519.9560554428
306648,8873.387289718228,84.4476171715133,4.606559041909106,798596.9685792372,846.9111688088655,240885.8154505613
693519,10141.784178513983,19.309311830838087,4.954389832529323,200125.02993618872,687.4623315062643,61912.295599436664
18986,14969.663265998508,75.39597667929533,3.2625093750534,2070260.9665718551,712.1729577040845,621882.8038407327
591146,9495.306169442987,40.4498634781264,4.579330416089255,1137280.4352774555,394.83369838367804,342699.7221794281
134312,44941.50580669483,80.23794563560556,3.580523630446013,308799.38642427314,885.3155783491563,93897.9069811875
17666,4931.453537420468,79.44453520859602,4.852827533130471,3285478.4449980436,739.1030202231146,986248.0522722681
305804,26701.05808894248,74.4740320094097,2.7968610995762124,582125.1298114613,156.96094320273474,175545.00969653748
139633,21109.444522493413,73.20243490456491,5.5608600105446975,2772688.9950342732,437.3891326858545,832585.6324884956
293998,49136.552228521716,34.37433112784326,3.149638385862319,1329429.3982359811,892.0613438621347,400581.0588013123
855937,6489.906206234565,16.473542644100174,3.4711439510246116,855117.5820656471,94.83686661251005,258429.79970493278
633776,20494.92435324134,42.23841430121291,2.232367808321399,1764704.21607419,963.3457886599471,531477.3750295353
712611,48504.051230493074,23.881961198920692,2.4460488492851056,3624375.8731432254,695.2044399035847,1089671.9331720965
289806,43409.849168805034,65.59608711219694,4.0634476108493125,1819132.6741491656,649.8071787612078,547332.8484957461
799824,41036.53147651471,37.687978123022845,3.070370706911886,3400894.153020756,307.03129366359184,1022556.2885929581
35535,13637.238525202052,88.04881606879319,5.341920902968777,643394.5688842545,286.3521993022182,193656.0732576862
380713,9373.491782113226,61.27776618762656,2.0587735546198154,3497921.9607229987,944.9553085141657,1051018.4606475187
843688,33763.517776297114,75.79844509074887,3.5163761946877448,1134875.9628383205,333.3588315224166,342849.37247689965
356279,46539.423467251705,20.601973819347876,3.3493821870763707,3077303.702809929,786.7300318830494,924796.7040571681
918910,28281.38175768256,78.9611585818098,2.077310523670404,2585096.656848794,423.4657082967252,778028.8813978753
826654,29009.02178402509,83.82057524107155,2.497473596002041,4187528.2029035413,182.2913672454688,1258332.4487050227
606661,14718.975589353924,48.96495350551487,3.654570699674541,1798092.3042711348,60.179532810591,540791.0551356706
652972,38705.15372640491,58.50023502007819,3.9714583377897865,381788.48275988235,567.0444701644883,116660.20530833509
494570,10165.143679318646,71.18478407223964,3.6171589890194764,174475.6912810253,976.989877621486,54226.43944463845
461551,16860.28258380794,23.987090180833004,4.123750713648375,3736446.2538898415,400.6793841187443,1122375.5591198332
278109,21846.385492204423,50.205286117075396,4.380526699622726,2404084.1620869157,389.3327172933926,722204.0083721601
29538,25872.908555538295,41.89304222178505,2.0396952845113425,3508826.268592126,376.88703695697,1053311.8563047338
899498,12878.076888338932,21.70991937297993,3.8563806378140155,1123816.8960507796,544.5166454396156,339408.4448889378
206664,6627.004412220973,39.40275378332252,5.853996963550353,1611819.3177133608,468.6316392530789,484402.4036646326
496234,30920.382079639996,15.453784750839485,4.076129120518194,222758.0764519165,885.9188953906638,68738.51093276215
904684,15142.897108772533,12.064952555958959,4.710169069835812,4330181.151371835,530.2447521373158,1301387.3746816823
144182,29480.672849708,20.81330313238582,3.247455431667533,3035297.468550587,532.3699462791403,911636.8911655744
477525,8563.773048435913,87.0492089271339,5.09596551261105,4205434.43701854,181.45301498452878,1262715.1439416707
163338,24575.864990886057,53.96236287160136,5.091685927504461,1260839.156762209,983.6025638648666,379729.9832921986
189064,27096.88219502771,87.2657728922576,4.085184190616555,2786554.525505164,287.4742463253882,836650.6404713064
219020,3539.3533042989184,44.59983026641056,5.904055293116855,3082184.860170533,119.69586408662254,925180.2022056903
628094,17493.60963150211,34.945290646820766,2.5022008590506135,1490394.178135965,679.9889365264484,449073.1547214301
929414,7586.319170009738,50.49134902721953,2.067790659558324,3830161.7264189287,615.598051649029,1151480.373556023
902421,4105.373553165619,45.16093509063281,5.080632847028384,4266982.051390093,444.38837129310843,1282264.6805578882
620270,49508.05138710732,18.453174740939513,5.228622149459531,3992211.0690393792,451.08262218664413,1199734.1804429253
650914,16795.338403761423,61.266105175216495,2.480828916482305,3349285.363892633,795.8107249941096,1006862.8539071797
124176,40683.847846877106,27.28305460076797,3.0623313318344243,1313619.2375870473,235.9270080946666,394896.95121643256
922710,13477.392083424429,59.56703639182636,2.0702094534665156,1331926.745685836,829.2406529976453,402285.37690492463
223126,34393.633388972536,62.01608739185227,3.1732344431222588,4338419.013167027,666.3097582002672,1302879.0093940073
223969,38251.16513459464,22.16198825029185,5.092567495674686,135354.62707640184,448.02128509054813,41862.0898469963
127409,30186.29828978437,14.907970168853453,4.071842110850316,3247780.3819978572,485.12718575467517,975153.3827519921
552707,24107.23323895776,72.46092688547519,3.3923823726731523,3204545.5768687064,293.81484682679104,962921.2298088586
973140,21180.20479321616,46.78403390154561,3.486957179625321,2836060.8755886066,764.5086160621261,853496.5497450887
258618,18094.545060606768,14.653103640438063,2.0054145028618726,4456380.011243078,537.2310051900043,1337896.9808069256
774598,46546.92806814347,89.58930537358137,3.1992021102609436,1465388.3117180283,354.81181561235144,441927.06003069575
55015,41700.35098159873,14.622444879709331,4.585834966551722,1589275.9193282244,616.2476099729028,477709.6161120751
777838,48286.31862265911,65.60281830868425,5.896777775265429,438122.76699430996,995.947729448757,134264.27682607964
127096,7090.563950791691,88.69431402107308,5.388243307935598,2042739.7821578821,463.49916567372617,613386.9690473934
636347,36812.50628497857,29.13440833727405,2.0943798585821165,1241224.00069568,924.6568307396885,374836.19829323184
190340,46978.68238423085,21.379949494975694,5.594242418699357,1604335.356603411,377.7659979283378,482352.77895217494
115687,9880.420242117347,19.71079515379431,5.132793653194504,3770461.595027318,101.99607157873659,1131586.66262295
879371,4258.317100972097,34.262011805407646,5.121504494283922,4215486.704656256,244.03000105000743,1266721.2379215416
416357,37314.911815212894,18.083664880851735,3.831983036014286,909082.8475428686,447.7603861613,274205.3413402416
740716,29149.18254581568,65.37290733553056,3.5920211718180113,1732764.3881507844,258.6531821648406,521883.23582304444
110878,42249.610061155334,14.983343850405015,3.2116629153327705,4185260.778928888,50.21568630734276,1256150.027547297
732270,7848.846454688185,50.75377025198318,2.262779435817463,362575.3116394718,919.2514608601509,111113.08595757525
978548,39968.09828113462,89.73574830823814,2.9129414539747964,497309.92897117924,851.6854406693826,152157.42832898468
203286,10879.738682339483,75.11762156048151,2.9864145399120985,807908.2623994715,755.1776199125998,243368.0074914283
778290,9019.14120041952,59.21755505848087,3.9363082788408064,2714888.598499518,209.4238658637272,816246.7501543626
779684,9049.024098618655,34.500289662928935,4.9897776263867755,753582.7151364489,164.34539739948676,227943.83036068856
169899,40914.161291337725,59.91166690333108,3.8952393135917864,4359216.842197735,114.224511998764,1308551.9845146707
978324,33594.66381411381,52.163317112932134,2.2313777977886424,2060011.0652100747,737.8277293342752,620746.0065658885
329767,26630.205813686847,44.086670711229715,5.831159203952815,2301694.2051442335,932.3675626534911,692091.5526979902
866882,18582.693722051623,20.45683013921596,5.770897276376449,1177764.4957018427,459.00902986738515,355480.3814022784
884858,43982.826499842304,80.92833721923733,5.1407581725936335,2166934.713237175,163.18363839624575,652607.8985478244
384989,20229.810263709132,45.9827719057058,5.965311606256883,3009039.119929221,536.7731796955013,904030.6412675047
420515,41013.37253410728,25.569800945661207,4.177929331201051,3402691.1739673284,381.3903120856986,1022428.2619692263
48585,22517.610519940703,39.420748070183166,5.851073401012824,3414558.2447507163,406.0836781324978,1025022.3094430735
376369,19470.27704182047,43.130380202314164,2.302420162467003,2638499.8069809293,640.2640929479219,792856.4699065145
69044,23671.309497810715,76.20303164534994,3.4627229930454853,4078226.6077229106,732.7822075990922,1224368.6389496322
965061,15767.515834042963,68.68915044491217,2.9015250720270633,3694768.6066199425,155.0734189295028,1110716.4039833427
447296,37632.8596286363,71.54439149130718,2.78333233653708,3428582.185820938,83.81071926615257,1029895.7571546535
114556,25633.299114531477,10.882501154291777,2.5632117955707043,335220.35061083134,994.6137875514291,101879.36305418596
531981,12378.422062194048,43.29231985438092,4.489654566263987,120331.81338865348,271.09193146977424,37599.48978536361
886691,45079.154090453856,48.50753213082589,5.125287422989221,1026892.4924320357,101.13899866303612,310477.8111155536
772595,19810.669847287358,11.535382145844535,4.313193597681442,3016139.0491583245,230.38156264112396,906721.3020614729
205235,27634.090194585442,30.785056699602737,2.5878508383528387,1903380.925972027,87.00995403104102,571665.4114179544
30939,45417.1334372628,70.8231858497708,5.244495079733884,1864611.6035099647,422.2203498863131,560156.4071878523
971429,31587.661799785612,20.968776458319923,4.5438188286549135,3991028.1770925964,812.281695228758,1200177.079681824
965445,6728.003994709839,52.824810516207336,3.552662824507982,4039432.160261409,374.1822272698346,1214159.4464224083
157906,47051.774057060284,27.216149761379,4.696521182144252,4099462.914476313,471.9742365344482,1230760.5507069854
547335,31757.694600499475,10.969661971511462,3.0396199169713314,1474202.3174312704,691.8074348890668,444171.04567613354
293249,17410.37511819722,29.29611660796332,3.380768833976842,3137556.1341801444,533.4493665663862,942432.1045226936
80766,7824.331560505976,88.0699003928043,5.66994337252796,1287902.32941997,868.373401720258,387214.5273190117
413923,39907.2342742445,74.12296895063916,3.1620180226856816,930589.3638583235,872.7338912934687,281155.8725497124
420192,31383.565040497164,86.76613154568267,3.8799530726317464,904229.1369018982,59.41516071659596,272521.790799687
573550,27139.593506839756,49.028323514109,5.5605645495840585,1598694.6080084497,789.1439911590392,481735.64972879493
392261,44800.73656949693,18.778895894200282,4.83088540107011,1986113.1032290137,487.69692022959015,597409.4676087353
815208,39641.26335000201,53.83675911789544,2.248812904658811,3754485.8443528516,989.39851423848,1129167.4608751405
690440,8432.069106904808,46.350186764796874,2.5892121771158814,618719.7222146604,509.0704720816634,187611.6018769244
657664,16274.381321981864,77.54856661916928,2.0313663630876673,3331022.9870114834,987.5511481188827,1001613.7024687598
989346,13175.96785090882,17.846606462739565,4.523687160916653,2433716.1715748366,766.8408931454497,732674.6037223004
459589,37453.36833606117,49.059290961742256,3.7906937016416733,1359838.961201127,286.174640382641,409436.85518817237
142848,2643.0893020531894,22.00389317551874,2.537099403609102,2263334.3677897565,561.4752303226098,679682.5387229876
622075,28924.59455869451,35.974074151204796,5.831736484227082,1412744.52771667,992.5288575046536,426127.80989306234
132948,38360.47560129384,68.98856619102398,4.11863889578248,2718721.422600929,864.6540773643275,816956.9645121174
584304,43961.51620132572,48.081450349501324,2.9675731764515567,2003251.699791627,142.49854910166005,602612.0266098347
407690,17762.005687079465,40.07106281166155,4.00241428461883,815028.3832378552,721.0533969694962,246031.0447757802
504046,41241.60792892863,41.55810228560283,4.718481330940431,604131.3587906226,378.3006065772724,182744.24790940495
456269,6420.955110805154,46.75574147247893,2.304956871894258,2500927.957938094,56.63314878633071,751448.1596345529
26959,42476.162294991394,72.80132350696455,3.098815260191568,4069641.476791716,433.3069205756496,1221635.0540909255
665890,7246.944454267138,81.36677511521876,5.227861963535974,1606853.3977193933,273.01670063872274,483679.03781585407
755216,20467.077237457997,86.42677492031426,3.838659481610645,3322530.472851768,827.925806994448,999037.6996800643
910533,40067.472923198125,72.9522709004236,4.18630856812918,2994696.575284372,370.46407840347723,901021.9248562229
795180,8345.953940089916,35.23255165984102,3.731264008837877,4198157.172104811,836.1475092561262,1261439.418475645
233576,12233.318366399433,65.05077648692337,2.1755997705720205,3710526.2862892114,50.56804189305554,1113788.7331255483
542833,36390.37585126025,45.008249924431354,2.6629991192806237,2588729.191773092,342.4281925248132,778308.5097325579
919091,36281.79029075764,30.373649763684092,3.7821665549675636,2987504.497212413,279.1069535923739,898619.7524456738
988703,32416.23401137957,77.26972635407381,2.8367418616317113,4051884.317635594,271.8889930151804,1218240.1288034564
170838,35003.4737788879,13.074107916986,2.199916114638715,1851877.8400283824,114.77728877718957,556257.0197777393
340674,27593.49772403221,82.14095937083388,5.374598656207295,1531164.6528327982,227.76805688997663,460566.06202993885
884989,13338.153886440685,46.91819716997873,5.924770116656463,137676.87883121584,577.7720913913389,43673.76687179849
66087,17939.103681692053,60.976118144662436,5.172571495986958,3735090.2371843574,326.79301919585725,1121216.3572823873
598128,9898.288123269858,62.748313776462616,5.415139686818668,3622324.8887788393,446.52504321269055,1088262.4924194005
123451,45514.07750534779,81.60941925652291,2.9679085212681815,550644.4248216676,408.0235363298291,166118.44887871578
452600,29586.197943539904,60.93357457337659,5.842507902052799,2633941.050795208,882.1096787498999,792136.626844652
842437,20641.719421418355,59.114686780804945,2.7877028178137135,2136159.288915973,910.0340490599897,643429.6166139311
444792,23638.2843785625,15.332163244855197,5.8057192414473295,613507.1111951815,518.309123073067,185414.68484186853
44353,47416.88364097895,51.47264175561632,5.979277175863804,4414305.881337791,363.6481527998242,1325082.585197052
198075,8514.21875268793,22.01352006536333,4.846891222984195,1036808.8637133975,151.46066880224544,311691.7458152042
219283,29725.261768823064,68.99470149771885,5.924574927167288,386502.7341993747,955.7327354129902,117465.60135400534
319877,25788.545265338835,50.97775366501396,4.278159118268414,2713276.943603421,107.21559765528258,814906.6922946272
